"url","uniqueUsers","pageViewsTotal","totalEngagementTime","averageScroll","averageDurationPerUser","averageRFV","cumulativeRFV","totalDuration","averageDurationPerPage","averageEngagementTimePerUser","averageEngagementTimePerPage","pageViewsPerUser","discoverImpressions","googleNewsImpressions","searchImpressions","searchPosition","searchClicks","searchCTR","discoverClicks","discoverCTR","googleNewsPosition","googleNewsClicks","googleNewsCTR","searchClicksPerArticle","searchImpressionsPerArticle","discoverClicksPerArticle","discoverImpressionsPerArticle","googleNewsClicksPerArticle","googleNewsImpressionsPerArticle"
"https://www.hotnewhiphop.com/959378-travis-scott-x-air-jordan-1-low-og-shy-pink-sneaker-news","479","533","8695.88","45.97","86.77","15.49","8255.98","41563.72","77.98","18.15","16.31","1.11","591","1055","7471","11.94","186","2.49","38","6.43","25.15","32","3.03","186","7471","38","591","32","1055"
"https://www.hotnewhiphop.com/957578-air-jordan-10-shadow-sneaker-news-4","477","530","10450.35","56.05","74.65","21.37","11326.43","35607.79","67.18","21.91","19.72","1.11","252","225","10301","6.46","168","1.63","1","0.4","29.21","8","3.56","168","10301","1","252","8","225"
"https://www.hotnewhiphop.com/901870-air-jordan-6-reverse-infrared-sneaker-news-2","476","554","12864.29","56.9","72.14","3.53","1954.15","34337.19","61.98","27.03","23.22","1.16","200413","53","15048","8.33","3249","21.59","14727","7.35","22.68","0","0","3249","15048","14727","200413","0","53"
"https://www.hotnewhiphop.com/916685-air-jordan-1-low-sail-soft-pearl-sneaker-news","475","540","10313.34","57.35","77.34","18.63","10060.48","36734.22","68.03","21.71","19.1","1.14","627","24","7255","61.17","18","0.25","30","4.78","8.92","0","0","18","7255","30","627","0","24"
"https://www.hotnewhiphop.com/912025-jordan-spizike-low-cobalt-bliss-sneaker-news","474","606","15929.74","58.31","87.64","11.43","6929.07","41540.91","68.55","33.61","26.29","1.28","0","58","593","59.31","3","0.51","0","0","15.95","2","3.45","3","593","0","0","2","58"
"https://www.hotnewhiphop.com/940309-air-jordan-4-rm-wolf-grey-sneaker-news","474","512","7718.18","46.27","61.34","6.94","3554.29","29073.21","56.78","16.28","15.07","1.08","1164","626","12888","71.92","393","3.05","41","3.52","16.46","12","1.92","393","12888","41","1164","12","626"
"https://www.hotnewhiphop.com/954870-air-jordan-12-taxi-sneaker-news-7","473","547","10650.5","57.66","89.95","3.41","1863.01","42546.22","77.78","22.52","19.47","1.16","1209","419","20809","7.67","328","1.58","28","2.32","15.8","20","4.77","328","20809","28","1209","20","419"
"https://www.hotnewhiphop.com/933498-kobe-x-nike-air-force-1-protro-fc-barcelona-sneaker-news-2","469","519","8702.99","51.55","62.08","15.01","7789.83","29115.28","56.1","18.56","16.77","1.11","0","752","5053","107.97","10","0.2","0","0","35.59","11","1.46","10","5053","0","0","11","752"
"https://www.hotnewhiphop.com/926453-air-jordan-11-low-university-blue-sneaker-news","469","522","10060.01","48.03","63.74","17","8874.51","29892.72","57.27","21.45","19.27","1.11","6239","155","12712","26.89","8","0.06","215","3.45","16.69","1","0.65","8","12712","215","6239","1","155"
"https://www.hotnewhiphop.com/938727-air-jordan-3-mexico-el-vuelo-sneaker-news-2","468","549","14235.66","58.02","136.85","14.56","7994.04","64044.76","116.66","30.42","25.93","1.17","0","415","12266","24.58","162","1.32","0","0","17.71","12","2.89","162","12266","0","0","12","415"
"https://www.hotnewhiphop.com/885567-kanye-west-missing-yeezy-orders-hip-hop-news","466","519","14868.96","64.55","95.95","1.58","819.39","44714.85","86.16","31.91","28.65","1.11","0","247","2623","12.72","147","5.6","0","0","8.46","9","3.64","147","2623","0","0","9","247"
"https://www.hotnewhiphop.com/956421-air-jordan-4-comic-sneaker-news","466","526","8958.39","53.99","55.21","24.33","12798.31","25730.12","48.92","19.22","17.03","1.13","76","268","22759","7.18","155","0.68","1","1.32","13.69","5","1.87","155","22759","1","76","5","268"
"https://www.hotnewhiphop.com/956162-lebron-james-x-nike-air-force-1-nyc-sneaker-news","465","524","11446.95","59.01","62.57","12.35","6473.9","29092.98","55.52","24.62","21.85","1.13","3072","225","1894","8.97","95","5.02","167","5.44","41.05","2","0.89","95","1894","167","3072","2","225"
"https://www.hotnewhiphop.com/943491-virgil-abloh-archive-the-codes-exhibition-sneaker-news","464","525","15214.65","58.74","138.42","35.94","18870.18","64226.01","122.34","32.79","28.98","1.13","0","265","470","32.49","14","2.98","0","0","15.67","8","3.02","14","470","0","0","8","265"
"https://www.hotnewhiphop.com/930191-kobe-bryant-black-mamba-legacy-nike-sneaker-news","462","510","15526.78","50.44","89.82","30.83","15725.24","41496.53","81.37","33.61","30.44","1.1","664","479","3451","94.73","3","0.09","22","3.31","17.69","8","1.67","3","3451","22","664","8","479"
"https://www.hotnewhiphop.com/915527-air-jordan-14-ferrari-sneaker-news-11","459","525","13209.99","51.4","85.96","14.49","7605.57","39455.46","75.15","28.78","25.16","1.14","0","2","13694","10.21","47","0.34","0","0","44","0","0","47","13694","0","0","0","2"
"https://www.hotnewhiphop.com/948440-air-jordan-12-bloodline-sneaker-news-3","459","498","9132.1","51.38","63.56","16.94","8436.75","29173.97","58.58","19.9","18.34","1.08","199","350","11935","13.89","101","0.85","14","7.04","58.95","6","1.71","101","11935","14","199","6","350"
"https://www.hotnewhiphop.com/951015-air-jordan-40-medium-olive-sneaker-news","458","535","12328.74","57.37","71.6","10.92","5840.35","32790.75","61.29","26.92","23.04","1.17","8895","194","2381","12.56","20","0.84","314","3.53","31.75","5","2.58","20","2381","314","8895","5","194"
"https://www.hotnewhiphop.com/912768-air-jordan-5-tokyo-sneaker-news-2","457","520","11078.66","56.77","87.27","13.05","6785.18","39881.34","76.69","24.24","21.31","1.14","3149","59","11700","17.02","59","0.5","149","4.73","16.27","0","0","59","11700","149","3149","0","59"
"https://www.hotnewhiphop.com/913017-jordan-luka-77-dongdan-sneaker-news-2","454","506","8902.32","46.14","68.92","10.1","5109.76","31288.85","61.84","19.61","17.59","1.11","2556","10","944","35.64","27","2.86","173","6.77","13.9","0","0","27","944","173","2556","0","10"
"https://www.hotnewhiphop.com/909560-air-jordan-1-high-og-ruby-sneaker-news-2","451","491","9646.55","35.44","112.98","12.1","5940.14","50951.86","103.77","21.39","19.65","1.09","1012","113","2871","62.55","2","0.07","113","11.17","4.53","0","0","2","2871","113","1012","0","113"
"https://www.hotnewhiphop.com/903691-air-jordan-4-rm-military-black-sneaker-news","450","533","10329.92","59.73","65.18","6.59","3514.73","29328.82","55.03","22.96","19.38","1.18","3137","258","1530","61.97","3","0.2","157","5","11.51","0","0","3","1530","157","3137","0","258"
"https://www.hotnewhiphop.com/959340-jordan-jumpman-jack-green-spark-sneaker-news","449","502","11330.3","59.23","60.45","19.04","9557.74","27142.18","54.07","25.23","22.57","1.12","4983","274","1062","30.98","7","0.66","272","5.46","49.01","1","0.36","7","1062","272","4983","1","274"
"https://www.hotnewhiphop.com/895871-air-jordan-5-og-35th-anniversary-sneaker-news-2","448","509","13011.35","54.4","85.76","4.88","2484.55","38421.74","75.48","29.04","25.56","1.14","0","16","173","20.84","5","2.89","0","0","18","0","0","5","173","0","0","0","16"
"https://www.hotnewhiphop.com/955158-nike-air-foamposite-pro-pine-green-sneaker-news-4","446","506","9560.83","54.34","72.11","18.29","9255.37","32161.02","63.56","21.44","18.89","1.13","2295","183","643","21","12","1.87","204","8.89","30.96","6","3.28","12","643","204","2295","6","183"
"https://www.hotnewhiphop.com/921316-nike-x-a-ma-maniere-air-force-1-and-air-max-95-sneaker-news","445","489","9247.99","59.28","60.97","29.78","14564.16","27130.54","55.48","20.78","18.91","1.1","2465","52","3740","48.38","16","0.43","89","3.61","16.63","0","0","16","3740","89","2465","0","52"
"https://www.hotnewhiphop.com/909552-jordan-heir-bloodline-sneaker-news","445","488","10664.02","54.53","54.88","24.89","12147","24421.17","50.04","23.96","21.85","1.1","1536","69","1755","26.08","25","1.42","104","6.77","12","1","1.45","25","1755","104","1536","1","69"
"https://www.hotnewhiphop.com/920190-aja-wilson-nike-aone-storm-pe-sneaker-news","445","478","10809.48","52.56","68.36","14.58","6967.75","30421.72","63.64","24.29","22.61","1.07","4379","123","3463","7.86","40","1.16","231","5.28","14.1","1","0.81","40","3463","231","4379","1","123"
"https://www.hotnewhiphop.com/954888-stranger-things-x-nike-dunk-low-sneaker-news","443","530","9552.37","58.59","75.77","13.11","6947.01","33566.84","63.33","21.56","18.02","1.2","45","534","10978","8.37","223","2.03","0","0","21.85","13","2.43","223","10978","0","45","13","534"
"https://www.hotnewhiphop.com/908765-megan-thee-stallion-2025-met-gala-hip-hop-news","442","476","7710.91","53.73","53.79","27.16","12929.16","23776.15","49.95","17.45","16.2","1.08","0","24","2922","7.57","32","1.1","0","0","33.71","0","0","32","2922","0","0","0","24"
"https://www.hotnewhiphop.com/920198-adidas-anthony-edwards-1-low-football-cleat-sneaker-news","442","467","7680.88","54.95","70.56","32.79","15314.99","31189.48","66.79","17.38","16.45","1.06","1939","122","6600","24.6","49","0.74","36","1.86","13.6","2","1.64","49","6600","36","1939","2","122"
"https://www.hotnewhiphop.com/913699-air-jordan-14-black-university-blue-sneaker-news","441","490","9998.66","48.38","66.85","27.58","13512.72","29480.35","60.16","22.67","20.41","1.11","11","15","1151","32.03","7","0.61","2","18.18","19.2","0","0","7","1151","2","11","0","15"
"https://www.hotnewhiphop.com/883913-a-ma-maniere-x-air-jordan-6-sneaker-news","441","574","13982.2","67.38","92.29","7.94","4559.03","40701.46","70.91","31.71","24.36","1.3","0","17","153","5.58","11","7.19","0","0","17.53","1","5.88","11","153","0","0","1","17"
"https://www.hotnewhiphop.com/940672-best-new-upcoming-air-jordan-4-releases-sneaker-news","440","505","19051.89","68.19","116.63","17.76","8968.99","51318.21","101.62","43.3","37.73","1.15","179","477","10843","92.06","36","0.33","8","4.47","23.94","21","4.4","36","10843","8","179","21","477"
"https://www.hotnewhiphop.com/954928-bad-bunny-x-adidas-x-mercedes-amg-petronas-f1-collection-sneaker-news","439","469","8454.01","62.72","92.36","18.5","8675.4","40547.48","86.46","19.26","18.03","1.07","175","439","8416","7.04","122","1.45","5","2.86","23.89","11","2.51","122","8416","5","175","11","439"
"https://www.hotnewhiphop.com/952255-air-jordan-4-flight-club-sneaker-news-3","438","521","9500.13","54.73","73.74","17.25","8986.28","32298.91","61.99","21.69","18.23","1.19","1740","289","2256","20.9","7","0.31","50","2.87","20.75","5","1.73","7","2256","50","1740","5","289"
"https://www.hotnewhiphop.com/938009-sza-takes-creative-vans-sneaker-news","435","464","9397.46","46.66","88.1","33.26","15434.95","38324.33","82.6","21.6","20.25","1.07","1663","297","2268","20.54","19","0.84","38","2.29","18.61","8","2.69","19","2268","38","1663","8","297"
"https://www.hotnewhiphop.com/917506-awake-ny-x-air-jordan-5-black-racer-blue-sneaker-news-3","433","484","9905.07","53.48","84.2","18","8710.58","36460.47","75.33","22.88","20.47","1.12","1223","47","1656","38.76","18","1.09","64","5.23","21.13","1","2.13","18","1656","64","1223","1","47"
"https://www.hotnewhiphop.com/904369-hyperice-x-nike-hyperboot-sneaker-news","433","469","11988.06","52.24","83.51","17.07","8006.69","36161","77.1","27.69","25.56","1.08","1050","26","2604","29.36","47","1.8","34","3.24","32.42","0","0","47","2604","34","1050","0","26"
"https://www.hotnewhiphop.com/927558-rosalia-new-balance-partnership-sneaker-news","431","503","7741.7","56.52","70.53","39.2","19718.51","30397.78","60.43","17.96","15.39","1.17","1458","89","7501","12.29","33","0.44","15","1.03","29.69","1","1.12","33","7501","15","1458","1","89"
"https://www.hotnewhiphop.com/908859-awake-ny-x-air-jordan-5-black-racer-blue-sneaker-news","430","482","9929.91","52.94","79.11","26.83","12929.96","34015.21","70.57","23.09","20.6","1.12","3143","70","1906","21.36","39","2.05","88","2.8","17.27","1","1.43","39","1906","88","3143","1","70"
"https://www.hotnewhiphop.com/954900-nike-lebron-23-best-in-class-sneaker-news","427","516","12272.77","66.22","84.68","11.99","6186.47","36159.65","70.08","28.74","23.78","1.21","625","135","5129","6.76","105","2.05","21","3.36","32.24","3","2.22","105","5129","21","625","3","135"
"https://www.hotnewhiphop.com/942474-tyler-the-creator-narrates-nike-campaign-sneaker-news","427","482","9219.66","47.27","160.39","22.57","10880.12","68485.85","142.09","21.59","19.13","1.13","72","575","3437","16.91","35","1.02","2","2.78","10.92","15","2.61","35","3437","2","72","15","575"
"https://www.hotnewhiphop.com/944829-air-jordan-5-fire-red-black-tongue-sneaker-news-14","426","481","10998.29","47.78","91.28","9.44","4542.98","38885.59","80.84","25.82","22.87","1.13","28","468","22994","8.47","47","0.2","0","0","10.07","21","4.49","47","22994","0","28","21","468"
"https://www.hotnewhiphop.com/910630-air-jordan-4-cave-stone-sneaker-news-6","424","471","9983.86","51.81","82.92","18.57","8748.09","35156.63","74.64","23.55","21.2","1.11","6484","41","2645","32.59","2","0.08","243","3.75","14.34","1","2.44","2","2645","243","6484","1","41"
"https://www.hotnewhiphop.com/919246-shoe-palace-x-jordan-flight-court-honors-firefighters","421","480","11049.35","59.15","109.51","24.64","11829.29","46102.54","96.05","26.25","23.02","1.14","4763","129","17850","7.26","1","0.01","276","5.79","21.49","0","0","1","17850","276","4763","0","129"
"https://www.hotnewhiphop.com/955626-westside-gunn-x-saucony-progrid-triumph-4-sneaker-news","420","482","10150.01","56.49","76.58","34.67","16709.06","32163.8","66.73","24.17","21.06","1.15","67","356","2239","10.8","69","3.08","1","1.49","10.12","12","3.37","69","2239","1","67","12","356"
"https://www.hotnewhiphop.com/906708-air-jordan-3-jordan-brand-classic-pe-sneaker-news-2","420","458","8759.39","47.47","56.09","17.04","7806.42","23556.32","51.43","20.86","19.13","1.09","4727","38","2340","36.12","7","0.3","222","4.7","16.58","1","2.63","7","2340","222","4727","1","38"
"https://www.hotnewhiphop.com/954948-air-jordan-1-mid-light-smoke-grey-sneaker-news","419","497","10133.73","58.5","67.35","15.33","7620.37","28217.72","56.78","24.19","20.39","1.19","7527","151","1241","26.29","3","0.24","246","3.27","19.69","0","0","3","1241","246","7527","0","151"
"https://www.hotnewhiphop.com/932590-nigel-sylvester-x-air-jordan-1-low-og-better-with-time-sneaker-news-3","415","492","9811","59.72","104.86","23.15","11389.78","43516.75","88.45","23.64","19.94","1.19","0","430","2536","131.06","28","1.1","0","0","44.54","21","4.88","28","2536","0","0","21","430"
"https://www.hotnewhiphop.com/900567-air-jordan-11-gamma-blue-sneaker-news-3","415","477","8656.36","53.23","58.03","3.16","1508.14","24082.13","50.49","20.86","18.15","1.15","137161","47","6312","22.29","75","1.19","6352","4.63","27.53","0","0","75","6312","6352","137161","0","47"
"https://www.hotnewhiphop.com/959728-a-ma-maniere-x-air-jordan-6-built-for-this-sneaker-news","414","474","10280.58","55.25","73.98","20.66","9794.53","30628.79","64.62","24.83","21.69","1.14","671","112","3563","14.91","26","0.73","31","4.62","40.25","3","2.68","26","3563","31","671","3","112"
"https://www.hotnewhiphop.com/906691-jordan-tatum-3-blender-sneaker-news","413","458","11132.03","55.45","68.57","11.1","5085.97","28317.82","61.83","26.95","24.31","1.11","4862","23","933","19.29","2","0.21","331","6.81","7.3","1","4.35","2","933","331","4862","1","23"
"https://www.hotnewhiphop.com/938195-air-jordan-5-fire-red-black-tongue-sneaker-news-12","408","465","11521.02","56.58","106.1","24.29","11293.74","43288.73","93.09","28.24","24.78","1.14","32","279","1553","42.45","9","0.58","4","12.5","14.41","6","2.15","9","1553","4","32","6","279"
"https://www.hotnewhiphop.com/946626-air-jordan-4-rarest-releases-sneaker-news","406","479","26305.25","73.23","127.73","16.37","7842.74","51859.9","108.27","64.79","54.92","1.18","0","280","1830","35.84","35","1.91","0","0","14.87","7","2.5","35","1830","0","0","7","280"
"https://www.hotnewhiphop.com/950416-air-jordan-3-laser-sneaker-news","405","456","8328.18","54.52","56.65","10.77","4912.74","22943.18","50.31","20.56","18.26","1.13","7388","121","9878","14.82","50","0.51","270","3.65","18.31","4","3.31","50","9878","270","7388","4","121"
"https://www.hotnewhiphop.com/915546-jack-harlow-x-new-balance-442-v2-pro-indoor-sneaker-news","405","446","8920.99","46.61","79.86","35.78","15957.77","32342.18","72.52","22.03","20","1.1","1424","138","4024","17.97","14","0.35","53","3.72","15.99","0","0","14","4024","53","1424","0","138"
"https://www.hotnewhiphop.com/953697-air-jordan-4-gs-blue-chill-sneaker-news","400","447","7812.93","49.39","69.1","14.49","6477.64","27640.14","61.83","19.53","17.48","1.12","294","261","8421","11.1","105","1.25","17","5.78","20.19","5","1.92","105","8421","17","294","5","261"
"https://www.hotnewhiphop.com/921735-nike-the-shoe-surgeon-lawsuit-sneaker-news","400","458","16230.84","54.15","115.01","25.01","11452.59","46005.07","100.45","40.58","35.44","1.14","2728","264","2000","32.56","14","0.7","61","2.24","12","0","0","14","2000","61","2728","0","264"
"https://www.hotnewhiphop.com/925991-air-jordan-8-aqua-sneaker-news-6","397","457","9327.79","53.18","82.57","39.12","17877.41","32779.28","71.73","23.5","20.41","1.15","73","188","9775","12.47","25","0.26","3","4.11","12.49","1","0.53","25","9775","3","73","1","188"
"https://www.hotnewhiphop.com/908864-air-jordan-1-low-og-chicago-sneaker-news-3","397","432","8434.16","57.93","65.58","22.74","9825.29","26035.69","60.27","21.24","19.52","1.09","2789","31","3334","50.53","4","0.12","166","5.95","35.26","1","3.23","4","3334","166","2789","1","31"
"https://www.hotnewhiphop.com/924012-a-ma-maniere-x-air-jordan-5-violet-ore-burgundy-crush-sneaker-news-2","394","437","6839.05","49.03","53.96","18.38","8033.29","21261.17","48.65","17.36","15.65","1.11","4027","29","1142","52.9","1","0.09","161","4","16.59","1","3.45","1","1142","161","4027","1","29"
"https://www.hotnewhiphop.com/954529-supreme-x-fox-racing-dmx-streetwear-news","391","484","8156.14","59.63","92.58","39.56","19146.2","36198.93","74.79","20.86","16.85","1.24","39","288","1454","17.13","25","1.72","1","2.56","21.89","10","3.47","25","1454","1","39","10","288"
"https://www.hotnewhiphop.com/920409-ja-morant-x-nike-air-force-1-low-swarovski-sneaker-news","391","426","8721.79","54.53","53.38","18.06","7692.79","20873.48","49","22.31","20.47","1.09","2707","34","1423","61.49","2","0.14","123","4.54","28.56","0","0","2","1423","123","2707","0","34"
"https://www.hotnewhiphop.com/929858-nike-virgil-abloh-archives-sneaker-news","390","451","8328.02","60.21","102.79","35.55","16031.84","40087.84","88.89","21.35","18.47","1.16","0","212","3130","66.85","5","0.16","0","0","27.38","6","2.83","5","3130","0","0","6","212"
"https://www.hotnewhiphop.com/929750-air-jordan-40-the-classic-sneaker-news-3","387","485","11004.5","38.03","174.06","7.67","3718.84","67360.63","138.89","28.44","22.69","1.25","0","112","2476","24.37","81","3.27","0","0","25.89","4","3.57","81","2476","0","0","4","112"
"https://www.hotnewhiphop.com/896746-air-jordan-9-flint-grey-sneaker-news","386","477","10229.57","59.8","74.12","4.27","2035.85","28608.7","59.98","26.5","21.45","1.24","0","16","264","4.59","6","2.27","0","0","88.31","1","6.25","6","264","0","0","1","16"
"https://www.hotnewhiphop.com/922924-air-jordan-1-low-flax-sneaker-news","385","460","9113.75","56.23","51.79","8.85","4071.09","19939.48","43.35","23.67","19.81","1.19","121","6","2374","31.81","8","0.34","4","3.31","10.5","1","16.67","8","2374","4","121","1","6"
"https://www.hotnewhiphop.com/942969-air-jordan-6-reverse-infrared-sneaker-news-6","385","416","9517.61","56.32","71.37","9.05","3766.78","27478.4","66.05","24.72","22.88","1.08","127","294","12377","8","164","1.33","3","2.36","12.47","15","5.1","164","12377","3","127","15","294"
"https://www.hotnewhiphop.com/900579-air-jordan-8-bugs-bunny-sneaker-news-2","385","452","8294.41","50.06","76.5","4.71","2128.67","29454.01","65.16","21.54","18.35","1.17","172152","157","13438","12.9","286","2.13","13237","7.69","11.51","4","2.55","286","13438","13237","172152","4","157"
"https://www.hotnewhiphop.com/873441-travis-scott-x-fragment-x-air-jordan-1-low-og-sneaker-news-3","384","446","8588.79","64.48","65.68","8.57","3820.79","25221.38","56.55","22.37","19.26","1.16","0","255","121","68.15","2","1.65","0","0","18.7","0","0","2","121","0","0","0","255"
"https://www.hotnewhiphop.com/911451-air-jordan-9-flint-grey-sneaker-news-3","384","439","9635.72","55.38","70.88","12.97","5692.42","27216.48","62","25.09","21.95","1.14","0","49","701","48.08","4","0.57","0","0","26.31","0","0","4","701","0","0","0","49"
"https://www.hotnewhiphop.com/929422-nigel-sylvester-x-air-jordan-4-sail-cinnabar-sneaker-news","383","417","6944.22","51.97","61.7","26.19","10921.29","23631.49","56.67","18.13","16.65","1.09","4295","61","2013","47.18","2","0.1","375","8.73","25.02","0","0","2","2013","375","4295","0","61"
"https://www.hotnewhiphop.com/927328-nigel-sylvester-x-air-jordan-1-low-og-better-with-time-sneaker-news","381","449","8146.21","53.49","75.38","14.78","6636.61","28721.62","63.97","21.38","18.14","1.18","0","66","708","13.88","19","2.68","0","0","31.82","0","0","19","708","0","0","0","66"
"https://www.hotnewhiphop.com/942777-most-influential-air-jordans-ranked-sneaker-news","381","473","28173.62","72.07","177.51","23.77","11242.24","67631.67","142.98","73.95","59.56","1.24","0","0","2167","49.17","4","0.18","0","0","0","0","0","4","2167","0","0","0","0"
"https://www.hotnewhiphop.com/946733-air-jordan-11-rare-air-sneaker-news-6","380","428","10858.07","59","89.37","11.58","4958.27","33960.05","79.35","28.57","25.37","1.13","0","149","4070","16.01","13","0.32","0","0","22.62","6","4.03","13","4070","0","0","6","149"
"https://www.hotnewhiphop.com/896735-air-jordan-5-wolf-grey-sneaker-news-2","380","451","8774.49","47.23","66.35","5.28","2380.79","25213.82","55.91","23.09","19.46","1.19","0","42","1652","23.17","11","0.67","0","0","23.9","1","2.38","11","1652","0","0","1","42"
"https://www.hotnewhiphop.com/924643-air-jordan-1-low-medium-olive-sneaker-news","380","421","6532.06","46.12","67.93","21.1","8883.17","25812.22","61.31","17.19","15.52","1.11","500","53","1762","46.01","172","9.76","13","2.6","11.98","0","0","172","1762","13","500","0","53"
"https://www.hotnewhiphop.com/932696-chase-b-x-jordan-jumpman-jack-sneaker-news","378","428","7500.71","50.71","85.86","30.1","12884.63","32456.75","75.83","19.84","17.53","1.13","1827","433","1583","123.55","18","1.14","53","2.9","28.92","10","2.31","18","1583","53","1827","10","433"
"https://www.hotnewhiphop.com/920956-air-jordan-14-golf-hyper-royal-sneaker-news-2","378","448","9701.98","55.2","69.31","10.43","4670.62","26198.72","58.48","25.67","21.66","1.19","70","32","1264","34.06","6","0.47","3","4.29","16.31","0","0","6","1264","3","70","0","32"
"https://www.hotnewhiphop.com/912764-nike-air-max-95-og-bright-mandarin-sneaker-news","377","417","8190.04","54.7","87.06","22.32","9306.11","32823.43","78.71","21.72","19.64","1.11","175","51","6560","58.38","69","1.05","4","2.29","19.76","2","3.92","69","6560","4","175","2","51"
"https://www.hotnewhiphop.com/942184-nike-air-yeezy-2-silver-white-sample-sneaker-news","376","410","8519.52","47.02","77.08","41.99","17217.7","28982.38","70.69","22.66","20.78","1.09","17","355","6487","49.42","3","0.05","1","5.88","8.61","14","3.94","3","6487","1","17","14","355"
"https://www.hotnewhiphop.com/953617-assouline-jordan-book-sneaker-news","375","439","11172.88","55.83","101.79","23.97","10523.14","38172.14","86.95","29.79","25.45","1.17","1889","276","2325","10.78","44","1.89","61","3.23","24.09","10","3.62","44","2325","61","1889","10","276"
"https://www.hotnewhiphop.com/948901-tom-sachs-nike-general-purpose-shoe-sneaker-news","375","433","10028.49","55.8","91.13","15.86","6869.28","34172.5","78.92","26.74","23.16","1.15","186","451","5410","4.91","165","3.05","5","2.69","14.27","8","1.77","165","5410","5","186","8","451"
"https://www.hotnewhiphop.com/912442-air-jordan-4-og-white-cement-sneaker-news-12","371","413","7897.05","52.53","87.76","20.04","8276.66","32560.78","78.84","21.29","19.12","1.11","0","22","7509","15.9","30","0.4","0","0","27.36","0","0","30","7509","0","0","0","22"
"https://www.hotnewhiphop.com/907334-jordan-trunner-lx-black-sneaker-news","370","402","7504.96","49.17","58.75","14.42","5796.15","21737.5","54.07","20.28","18.67","1.09","2175","28","916","23.04","19","2.07","87","4","18.29","1","3.57","19","916","87","2175","1","28"
"https://www.hotnewhiphop.com/917186-air-jordan-5-tokyo-sneaker-news-4","369","410","8926.88","49.57","102.13","31.36","12858.95","37687.34","91.92","24.19","21.77","1.11","216","9","3434","29.22","17","0.5","11","5.09","28.78","0","0","17","3434","11","216","0","9"
"https://www.hotnewhiphop.com/919889-air-jordan-12-french-blue-sneaker-news-5","367","423","7857.51","46.82","80.59","17.77","7518.24","29575.36","69.92","21.41","18.58","1.15","0","62","719","47.53","1","0.14","0","0","14.97","1","1.61","1","719","0","0","1","62"
"https://www.hotnewhiphop.com/926993-air-jordan-1-low-og-chicago-sneaker-news-7","366","404","7550.55","56.1","74.82","34.56","13961","27384.58","67.78","20.63","18.69","1.1","311","90","4256","40.93","4","0.09","23","7.4","23.59","1","1.11","4","4256","23","311","1","90"
"https://www.hotnewhiphop.com/901403-travis-scott-x-fragment-x-air-jordan-1-low-og-sneaker-news-5","365","400","9144.15","64.47","73.82","8.09","3235.52","26944.91","67.36","25.05","22.86","1.1","14611","485","4783","31.45","29","0.61","1184","8.1","20.79","0","0","29","4783","1184","14611","0","485"
"https://www.hotnewhiphop.com/957823-air-jordan-3-champagne-oysters-sneaker-news-3","363","391","5032.07","34.67","49.51","14.47","5658.64","17971.21","45.96","13.86","12.87","1.08","328","147","2292","7.49","41","1.79","12","3.66","26.5","3","2.04","41","2292","12","328","3","147"
"https://www.hotnewhiphop.com/917903-dj-khaled-air-jordan-3-friends-and-family-sneaker-news","363","393","9587.23","52.56","71.68","25.07","9852.91","26018.47","66.2","26.41","24.39","1.08","0","68","1686","36.38","9","0.53","0","0","7.4","1","1.47","9","1686","0","0","1","68"
"https://www.hotnewhiphop.com/951023-jordan-tatum-4-green-glow-sneaker-news","362","419","6248.36","58.62","80.41","16.78","7030.53","29108.2","69.47","17.26","14.91","1.16","181","231","3797","7.32","112","2.95","5","2.76","17.76","7","3.03","112","3797","5","181","7","231"
"https://www.hotnewhiphop.com/962528-solefly-x-air-jordan-3-fruits-of-our-labor-sneaker-news-3","362","427","8840.09","55.65","86.88","18.09","7724.25","31449.15","73.65","24.42","20.7","1.18","11","51","1439","9.45","80","5.56","1","9.09","117.94","0","0","80","1439","1","11","0","51"
"https://www.hotnewhiphop.com/948912-air-jordan-40-bordeaux-sneaker-news","362","441","9926.57","61.73","96.64","13.34","5883.96","34982.1","79.32","27.42","22.51","1.22","91","248","1853","15.03","53","2.86","0","0","26.47","8","3.23","53","1853","0","91","8","248"
"https://www.hotnewhiphop.com/940858-air-jordan-1-high-85-irregular-shadow-sneaker-news-3","362","423","8790.83","54.95","81.2","26.33","11138.53","29392.77","69.49","24.28","20.78","1.17","743","303","10197","101.42","24","0.24","42","5.65","25.25","16","5.28","24","10197","42","743","16","303"
"https://www.hotnewhiphop.com/950428-air-jordan-8-cavs-sneaker-news","360","404","7565.02","47.3","59.64","24.64","9952.93","21469.57","53.14","21.01","18.73","1.12","283","136","2509","11.9","24","0.96","13","4.59","20","2","1.47","24","2509","13","283","2","136"
"https://www.hotnewhiphop.com/957889-air-jordan-12-taxi-sneaker-news-8","358","407","8988","56.77","81.59","22.11","8999.05","29208.71","71.77","25.11","22.08","1.14","1968","445","36559","7.1","120","0.33","57","2.9","14.16","11","2.47","120","36559","57","1968","11","445"
"https://www.hotnewhiphop.com/909862-swarovski-x-air-jordan-1-low-og-shadow-sneaker-news","357","410","8686.73","49.47","69.91","17.23","7065.46","24957.89","60.87","24.33","21.19","1.15","3888","59","2947","49.99","7","0.24","191","4.91","16.36","0","0","7","2947","191","3888","0","59"
